code,name,1901-01,1901-02,1901-03,1901-04,1901-05,1901-06,1901-07,1901-08,1901-09,1901-10,1901-11,1901-12,1902-01,1902-02,1902-03,1902-04,1902-05,1902-06,1902-07,1902-08,1902-09,1902-10,1902-11,1902-12,1903-01,1903-02,1903-03,1903-04,1903-05,1903-06,1903-07,1903-08,1903-09,1903-10,1903-11,1903-12,1904-01,1904-02,1904-03,1904-04,1904-05,1904-06,1904-07,1904-08,1904-09,1904-10,1904-11,1904-12,1905-01,1905-02,1905-03,1905-04,1905-05,1905-06,1905-07,1905-08,1905-09,1905-10,1905-11,1905-12,1906-01,1906-02,1906-03,1906-04,1906-05,1906-06,1906-07,1906-08,1906-09,1906-10,1906-11,1906-12,1907-01,1907-02,1907-03,1907-04,1907-05,1907-06,1907-07,1907-08,1907-09,1907-10,1907-11,1907-12,1908-01,1908-02,1908-03,1908-04,1908-05,1908-06,1908-07,1908-08,1908-09,1908-10,1908-11,1908-12,1909-01,1909-02,1909-03,1909-04,1909-05,1909-06,1909-07,1909-08,1909-09,1909-10,1909-11,1909-12,1910-01,1910-02,1910-03,1910-04,1910-05,1910-06,1910-07,1910-08,1910-09,1910-10,1910-11,1910-12,1911-01,1911-02,1911-03,1911-04,1911-05,1911-06,1911-07,1911-08,1911-09,1911-10,1911-11,1911-12,1912-01,1912-02,1912-03,1912-04,1912-05,1912-06,1912-07,1912-08,1912-09,1912-10,1912-11,1912-12,1913-01,1913-02,1913-03,1913-04,1913-05,1913-06,1913-07,1913-08,1913-09,1913-10,1913-11,1913-12,1914-01,1914-02,1914-03,1914-04,1914-05,1914-06,1914-07,1914-08,1914-09,1914-10,1914-11,1914-12,1915-01,1915-02,1915-03,1915-04,1915-05,1915-06,1915-07,1915-08,1915-09,1915-10,1915-11,1915-12,1916-01,1916-02,1916-03,1916-04,1916-05,1916-06,1916-07,1916-08,1916-09,1916-10,1916-11,1916-12,1917-01,1917-02,1917-03,1917-04,1917-05,1917-06,1917-07,1917-08,1917-09,1917-10,1917-11,1917-12,1918-01,1918-02,1918-03,1918-04,1918-05,1918-06,1918-07,1918-08,1918-09,1918-10,1918-11,1918-12,1919-01,1919-02,1919-03,1919-04,1919-05,1919-06,1919-07,1919-08,1919-09,1919-10,1919-11,1919-12,1920-01,1920-02,1920-03,1920-04,1920-05,1920-06,1920-07,1920-08,1920-09,1920-10,1920-11,1920-12,1921-01,1921-02,1921-03,1921-04,1921-05,1921-06,1921-07,1921-08,1921-09,1921-10,1921-11,1921-12,1922-01,1922-02,1922-03,1922-04,1922-05,1922-06,1922-07,1922-08,1922-09,1922-10,1922-11,1922-12,1923-01,1923-02,1923-03,1923-04,1923-05,1923-06,1923-07,1923-08,1923-09,1923-10,1923-11,1923-12,1924-01,1924-02,1924-03,1924-04,1924-05,1924-06,1924-07,1924-08,1924-09,1924-10,1924-11,1924-12,1925-01,1925-02,1925-03,1925-04,1925-05,1925-06,1925-07,1925-08,1925-09,1925-10,1925-11,1925-12,1926-01,1926-02,1926-03,1926-04,1926-05,1926-06,1926-07,1926-08,1926-09,1926-10,1926-11,1926-12,1927-01,1927-02,1927-03,1927-04,1927-05,1927-06,1927-07,1927-08,1927-09,1927-10,1927-11,1927-12,1928-01,1928-02,1928-03,1928-04,1928-05,1928-06,1928-07,1928-08,1928-09,1928-10,1928-11,1928-12,1929-01,1929-02,1929-03,1929-04,1929-05,1929-06,1929-07,1929-08,1929-09,1929-10,1929-11,1929-12,1930-01,1930-02,1930-03,1930-04,1930-05,1930-06,1930-07,1930-08,1930-09,1930-10,1930-11,1930-12,1931-01,1931-02,1931-03,1931-04,1931-05,1931-06,1931-07,1931-08,1931-09,1931-10,1931-11,1931-12,1932-01,1932-02,1932-03,1932-04,1932-05,1932-06,1932-07,1932-08,1932-09,1932-10,1932-11,1932-12,1933-01,1933-02,1933-03,1933-04,1933-05,1933-06,1933-07,1933-08,1933-09,1933-10,1933-11,1933-12,1934-01,1934-02,1934-03,1934-04,1934-05,1934-06,1934-07,1934-08,1934-09,1934-10,1934-11,1934-12,1935-01,1935-02,1935-03,1935-04,1935-05,1935-06,1935-07,1935-08,1935-09,1935-10,1935-11,1935-12,1936-01,1936-02,1936-03,1936-04,1936-05,1936-06,1936-07,1936-08,1936-09,1936-10,1936-11,1936-12,1937-01,1937-02,1937-03,1937-04,1937-05,1937-06,1937-07,1937-08,1937-09,1937-10,1937-11,1937-12,1938-01,1938-02,1938-03,1938-04,1938-05,1938-06,1938-07,1938-08,1938-09,1938-10,1938-11,1938-12,1939-01,1939-02,1939-03,1939-04,1939-05,1939-06,1939-07,1939-08,1939-09,1939-10,1939-11,1939-12,1940-01,1940-02,1940-03,1940-04,1940-05,1940-06,1940-07,1940-08,1940-09,1940-10,1940-11,1940-12,1941-01,1941-02,1941-03,1941-04,1941-05,1941-06,1941-07,1941-08,1941-09,1941-10,1941-11,1941-12,1942-01,1942-02,1942-03,1942-04,1942-05,1942-06,1942-07,1942-08,1942-09,1942-10,1942-11,1942-12,1943-01,1943-02,1943-03,1943-04,1943-05,1943-06,1943-07,1943-08,1943-09,1943-10,1943-11,1943-12,1944-01,1944-02,1944-03,1944-04,1944-05,1944-06,1944-07,1944-08,1944-09,1944-10,1944-11,1944-12,1945-01,1945-02,1945-03,1945-04,1945-05,1945-06,1945-07,1945-08,1945-09,1945-10,1945-11,1945-12,1946-01,1946-02,1946-03,1946-04,1946-05,1946-06,1946-07,1946-08,1946-09,1946-10,1946-11,1946-12,1947-01,1947-02,1947-03,1947-04,1947-05,1947-06,1947-07,1947-08,1947-09,1947-10,1947-11,1947-12,1948-01,1948-02,1948-03,1948-04,1948-05,1948-06,1948-07,1948-08,1948-09,1948-10,1948-11,1948-12,1949-01,1949-02,1949-03,1949-04,1949-05,1949-06,1949-07,1949-08,1949-09,1949-10,1949-11,1949-12,1950-01,1950-02,1950-03,1950-04,1950-05,1950-06,1950-07,1950-08,1950-09,1950-10,1950-11,1950-12,1951-01,1951-02,1951-03,1951-04,1951-05,1951-06,1951-07,1951-08,1951-09,1951-10,1951-11,1951-12,1952-01,1952-02,1952-03,1952-04,1952-05,1952-06,1952-07,1952-08,1952-09,1952-10,1952-11,1952-12,1953-01,1953-02,1953-03,1953-04,1953-05,1953-06,1953-07,1953-08,1953-09,1953-10,1953-11,1953-12,1954-01,1954-02,1954-03,1954-04,1954-05,1954-06,1954-07,1954-08,1954-09,1954-10,1954-11,1954-12,1955-01,1955-02,1955-03,1955-04,1955-05,1955-06,1955-07,1955-08,1955-09,1955-10,1955-11,1955-12,1956-01,1956-02,1956-03,1956-04,1956-05,1956-06,1956-07,1956-08,1956-09,1956-10,1956-11,1956-12,1957-01,1957-02,1957-03,1957-04,1957-05,1957-06,1957-07,1957-08,1957-09,1957-10,1957-11,1957-12,1958-01,1958-02,1958-03,1958-04,1958-05,1958-06,1958-07,1958-08,1958-09,1958-10,1958-11,1958-12,1959-01,1959-02,1959-03,1959-04,1959-05,1959-06,1959-07,1959-08,1959-09,1959-10,1959-11,1959-12,1960-01,1960-02,1960-03,1960-04,1960-05,1960-06,1960-07,1960-08,1960-09,1960-10,1960-11,1960-12,1961-01,1961-02,1961-03,1961-04,1961-05,1961-06,1961-07,1961-08,1961-09,1961-10,1961-11,1961-12,1962-01,1962-02,1962-03,1962-04,1962-05,1962-06,1962-07,1962-08,1962-09,1962-10,1962-11,1962-12,1963-01,1963-02,1963-03,1963-04,1963-05,1963-06,1963-07,1963-08,1963-09,1963-10,1963-11,1963-12,1964-01,1964-02,1964-03,1964-04,1964-05,1964-06,1964-07,1964-08,1964-09,1964-10,1964-11,1964-12,1965-01,1965-02,1965-03,1965-04,1965-05,1965-06,1965-07,1965-08,1965-09,1965-10,1965-11,1965-12,1966-01,1966-02,1966-03,1966-04,1966-05,1966-06,1966-07,1966-08,1966-09,1966-10,1966-11,1966-12,1967-01,1967-02,1967-03,1967-04,1967-05,1967-06,1967-07,1967-08,1967-09,1967-10,1967-11,1967-12,1968-01,1968-02,1968-03,1968-04,1968-05,1968-06,1968-07,1968-08,1968-09,1968-10,1968-11,1968-12,1969-01,1969-02,1969-03,1969-04,1969-05,1969-06,1969-07,1969-08,1969-09,1969-10,1969-11,1969-12,1970-01,1970-02,1970-03,1970-04,1970-05,1970-06,1970-07,1970-08,1970-09,1970-10,1970-11,1970-12,1971-01,1971-02,1971-03,1971-04,1971-05,1971-06,1971-07,1971-08,1971-09,1971-10,1971-11,1971-12,1972-01,1972-02,1972-03,1972-04,1972-05,1972-06,1972-07,1972-08,1972-09,1972-10,1972-11,1972-12,1973-01,1973-02,1973-03,1973-04,1973-05,1973-06,1973-07,1973-08,1973-09,1973-10,1973-11,1973-12,1974-01,1974-02,1974-03,1974-04,1974-05,1974-06,1974-07,1974-08,1974-09,1974-10,1974-11,1974-12,1975-01,1975-02,1975-03,1975-04,1975-05,1975-06,1975-07,1975-08,1975-09,1975-10,1975-11,1975-12,1976-01,1976-02,1976-03,1976-04,1976-05,1976-06,1976-07,1976-08,1976-09,1976-10,1976-11,1976-12,1977-01,1977-02,1977-03,1977-04,1977-05,1977-06,1977-07,1977-08,1977-09,1977-10,1977-11,1977-12,1978-01,1978-02,1978-03,1978-04,1978-05,1978-06,1978-07,1978-08,1978-09,1978-10,1978-11,1978-12,1979-01,1979-02,1979-03,1979-04,1979-05,1979-06,1979-07,1979-08,1979-09,1979-10,1979-11,1979-12,1980-01,1980-02,1980-03,1980-04,1980-05,1980-06,1980-07,1980-08,1980-09,1980-10,1980-11,1980-12,1981-01,1981-02,1981-03,1981-04,1981-05,1981-06,1981-07,1981-08,1981-09,1981-10,1981-11,1981-12,1982-01,1982-02,1982-03,1982-04,1982-05,1982-06,1982-07,1982-08,1982-09,1982-10,1982-11,1982-12,1983-01,1983-02,1983-03,1983-04,1983-05,1983-06,1983-07,1983-08,1983-09,1983-10,1983-11,1983-12,1984-01,1984-02,1984-03,1984-04,1984-05,1984-06,1984-07,1984-08,1984-09,1984-10,1984-11,1984-12,1985-01,1985-02,1985-03,1985-04,1985-05,1985-06,1985-07,1985-08,1985-09,1985-10,1985-11,1985-12,1986-01,1986-02,1986-03,1986-04,1986-05,1986-06,1986-07,1986-08,1986-09,1986-10,1986-11,1986-12,1987-01,1987-02,1987-03,1987-04,1987-05,1987-06,1987-07,1987-08,1987-09,1987-10,1987-11,1987-12,1988-01,1988-02,1988-03,1988-04,1988-05,1988-06,1988-07,1988-08,1988-09,1988-10,1988-11,1988-12,1989-01,1989-02,1989-03,1989-04,1989-05,1989-06,1989-07,1989-08,1989-09,1989-10,1989-11,1989-12,1990-01,1990-02,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12
KGZ,Kyrgyz Republic,-15.78,-13.04,-1.94,3.78,7.18,8.95,13.96,13.11,9.05,-1.27,-3.29,-9.13,-11.2,-11.15,-4.35,1.93,8.55,12.83,13.5,14.23,9.02,2.49,-5.12,-9.04,-15.61,-11.52,-10.2,1.37,6.38,10.81,13.54,13.86,9.54,3.13,-6.21,-12.71,-19.52,-9.91,-3.81,1.79,8.77,11.78,13.94,13.83,8.09,0.05,-2.88,-8.59,-15.61,-16.48,-10.16,1.72,7.51,11.16,14.33,13.36,9.62,4.98,-3.28,-10.84,-16.08,-13.8,-4.5,1.42,7.9,13.16,14.04,14.75,9.06,3.1,-4.38,-8.14,-13.23,-13.74,-5.77,4.01,6.36,9.49,14.3,14.1,7.99,-0.19,-6.39,-10.49,-13.17,-13.65,-7.2,3.07,7.68,10.98,15.67,14.25,9.45,-0.2,-3.47,-9.99,-17.23,-10.85,-4.48,6.33,8.51,11.31,14.26,14.75,9.14,1.52,-0.52,-8.47,-10.76,-10.68,-5.91,2.51,9.39,11.41,15.84,14.64,8.78,1.74,-6.18,-14.87,-14.35,-10.98,-4.99,4.1,8.66,12.96,13.94,13.31,8.8,-0.01,-6.39,-13.75,-13.45,-10.08,-5.14,5.56,7.94,12.28,14.8,12.78,7.79,3.76,-5.64,-10.76,-12.29,-13.12,-6.74,0.7,9.34,11.55,16.04,13.21,9.37,3.01,-5.16,-8.37,-9.43,-10.49,-3.68,4.22,7.82,13.6,15.29,14.8,10.55,2.39,-4.25,-12.71,-12.11,-12,-1.18,4.01,9.94,13.44,14.3,15.43,11.38,2.51,-2.83,-8.24,-12.8,-15.46,-3.98,5.2,9.01,10.31,15.16,16.28,9.67,2.01,-9.85,-12.02,-10.32,-7.43,-4.22,3.49,12.09,10.74,14.52,14.86,9.57,2.16,-5.08,-12.95,-14.62,-12.65,-5.58,2.29,9.46,13.35,14.77,15.33,9.43,2.67,-8.25,-16.52,-20.27,-13.11,-7.43,4.18,8.48,11.46,14.88,14.78,7.5,3.4,-4.27,-9.86,-11.42,-15.81,-6.75,0.55,6.25,11.36,13.61,12.98,8.44,2.97,-7.14,-16.91,-14.4,-12.52,-7.13,3.57,5.97,10.23,14.66,13.06,8.88,3.07,-5.03,-10.43,-13.31,-11.21,-3.23,4.21,8.02,11.45,14.34,13.8,9.62,3.36,-3.54,-9.03,-15.07,-12.49,-4.37,2.86,7.84,12.28,13.51,16,7.18,2.87,-5.07,-13.18,-13.79,-11.27,-5.27,3.71,5.39,10.47,15.53,14.96,9.23,3.19,-5.11,-11.49,-15.54,-16.32,-2.65,2.91,8.87,12.49,15.7,14.81,10.12,4.44,-5.25,-6.56,-11.95,-10.51,-2.33,1.56,8.74,11.42,13.93,15.61,10.31,2.78,-8.54,-10.04,-17.48,-12.74,-7.03,5.39,8.77,12.72,16.22,14.68,9.36,5.56,-5.18,-10.71,-17.31,-11.75,-8.33,2.53,8.96,12.81,13.86,13.24,7.46,2.53,-4.04,-12.62,-19.59,-14.47,-3.75,6.7,7,11.11,14.69,14.05,10.28,0.51,-5.79,-18.72,-20.97,-15.02,-4.93,1.93,8.54,13.03,16.26,13.77,7.68,1.91,-2.72,-14.7,-16.15,-18.68,-5.3,3.82,6.14,11.15,14.28,14.27,11.37,3,-7.32,-12.32,-13.47,-12.56,-2,5.85,7.27,11.68,15.71,12.2,8.87,1.2,-7.6,-17.38,-19.62,-11.86,-7.68,4.61,9.66,11.04,15.73,15.36,9.07,2.1,-4.3,-10.58,-21.09,-10.43,-4.61,0.88,4.79,11.81,13.25,14.31,6.84,1.58,-7.78,-10.66,-19.81,-9.47,-5.21,3.34,8.1,9.84,14.8,15.74,8.36,3.66,-9.24,-14.65,-16.77,-11.45,-7.73,2.22,8.04,12.55,13.98,12.24,9.9,5.95,-4.42,-12.62,-17.17,-11.68,-7.08,0.64,7.46,11.35,15.3,14.33,10.25,2.8,-9.68,-14.01,-12.98,-10.14,-6,6.06,10.53,11.24,13.57,14.04,8.81,2.33,-5.86,-13.65,-14.02,-11.31,-5.98,1.1,8.75,13.49,15.81,14.11,9.52,1.97,-4.49,-7.01,-12.99,-10.12,-4.31,5.61,7,13.24,15.45,14.28,9.26,4.35,-5.14,-8.13,-13.25,-8.29,-1.74,4.83,9.54,14.13,13.86,15,9.74,5.39,-4.94,-9.85,-12.42,-15.92,-4.2,2.31,7.99,12.36,15.47,13.59,8.71,3.41,-3.67,-10.62,-14.58,-14.02,-7.01,2.48,8.52,11.08,16.45,14.88,8.99,1.5,-7.68,-11.53,-13.39,-9.04,0.33,4.32,10.23,12.31,17.27,14.59,8.79,1.98,-6.61,-19.23,-16.03,-17.62,-8.2,4.26,8.11,11.78,14.3,15.94,9.72,4.96,-7.02,-11.65,-14.18,-8.02,-4.85,4.49,9.67,10.54,13.89,13.39,9.96,4.81,-8.15,-16.64,-14.59,-11.92,0.1,4.62,7.33,10.14,13.68,14.95,9.24,2.79,-1.88,-12.65,-11.16,-11.13,-5.1,2.08,8.4,11.44,16.11,14.56,8.23,2.66,-5.66,-14.79,-16.68,-11.23,-6.28,3.17,7.25,10.57,14.34,13.82,6.98,0.03,-8.14,-13.09,-15.29,-14.93,-3.42,2.26,9.79,12.33,14.85,14.28,8.71,2.19,-10.17,-17.73,-16.2,-19.49,-7.73,4.53,9.46,10.17,14.56,14.13,10.3,3.44,-6.35,-8.08,-12.29,-8.9,-5.12,3.09,7.31,11.06,15.18,15.21,8.96,2.42,-10.34,-14.99,-13.06,-7.86,-4.75,2.37,9.23,11.6,15.89,13.52,10.48,0.15,-8.76,-12.93,-15.53,-14.37,-8.92,3.8,6.83,9.34,13.71,13.89,9.43,3.97,-7.08,-15.7,-14.5,-9.66,-5.28,1.07,8.4,12.88,14.68,15.54,9.57,2.27,-3.52,-9.34,-17.41,-12.67,-6.04,4.56,8.55,10.19,17,14.44,9.14,3.13,-2.59,-12.79,-18.22,-16.35,-4.35,1.22,7.54,12.29,13.53,13.54,10.1,2.28,-6.66,-10.4,-11.54,-8.52,-2.26,2.52,5.39,11.25,15.09,12.85,8.65,2.43,-8.17,-9.75,-13.21,-12.84,-6.53,5.12,6.93,11.94,13.28,14.39,12.26,3.09,-7.56,-15.45,-12.49,-8.76,-9.08,1.61,4.88,12.11,13.44,14.2,8.98,3.06,-7.42,-12.7,-13.66,-12.39,-4.05,4.79,11.31,12.09,15.17,14.26,9.73,0.5,-4.63,-9.5,-14.34,-7.99,-0.07,3.2,8.22,11.69,15.85,14.51,8.75,2.76,-8.29,-12.35,-11.13,-6.85,-2.33,3.64,8.21,12.73,14.56,13.18,8.55,4.53,-4.08,-11.41,-17.12,-13.15,-3.58,2.51,7.27,11.32,13.84,13.88,8.69,0.47,-3.75,-13.88,-13.4,-12.41,-4.39,4.05,9.71,12.08,15.97,13.83,8.96,3.44,-2.95,-9.73,-10.34,-7.76,-3.7,2.89,6.56,13.56,14.84,15.23,10.4,2.01,-7.93,-12.41,-15.1,-12.94,-3.81,4.13,7.84,11.53,14.03,13.66,8.74,2.69,-5.07,-8.55,-11.11,-12.07,-1.88,2.2,7.91,11.84,14.38,14.12,8.71,2.41,-4.7,-13.5,-21.49,-21.13,-6.27,3.24,7.25,11.4,13.79,13.15,8.63,2.87,-4.54,-6.83,-14.41,-8.44,-5.12,4.89,8.79,11.47,13.89,14.42,9.47,3.54,-4.87,-12.26,-17.2,-11.99,-3.39,3.58,8.26,12.87,14.46,13.59,9.48,4.4,-1.4,-5.88,-17.81,-20.12,-7.82,3.44,7.95,11.11,12.58,12.62,8.84,3.34,-2.88,-12.49,-16.05,-10.64,-5.43,4.66,7.52,12.91,15.88,14.28,8,3.23,-2.53,-9.86,-16.98,-17.26,-5.22,4.41,9.32,12.49,15.97,12.86,9.35,3.54,-3.84,-15.2,-13.43,-12.46,-3.07,5.03,7.82,12.55,16.05,14.9,10.12,2.69,-7.96,-11.33,-9.65,-13.11,-6.73,3.6,9.26,12,15.47,15.58,9.77,1.47,-8.75,-14.33,-19.57,-13.55,-2.15,6.12,9.39,14.32,15.02,14.46,10.61,2.86,-2.01,-11.12,-14.73,-14.21,-4.9,5.45,8.19,12.21,15.77,13.53,11.18,3.75,-5.94,-7.05,-14.49,-9.18,-5.18,3.51,5.67,11.29,15.46,14.59,9.48,5.84,-5.42,-6.93,-14.16,-13.7,-5.85,5.44,9.29,12.02,15.89,14.34,9.9,3.83,-0.42,-7.51,-10.79,-10.36,-1.41,4.1,8.32,11.37,14.85,13.86,9.43,1.82,-4.71,-9.97,-12.45,-11.49,-5.29,5.95,9.75,12.16,14.53,14.11,8.97,3.28,-7.62,-12.43,-11.69,-8.17,-4.01,5.09,7.98,12.03,16.21,15.84,9.48,2.89,-2.43,-10.65,-15.02,-18.72,-4.32,2.87,8.33,13.14,16.29,16.76,8.9,2.71,-4.06,-16.82,-15.08,-9.33,-7.43,5.29,7.96,12.92,15.64,13.87,9.64,1.94,-6.65,-10.16,-11.13,-10.6,-7.04,3.38,8.91,11.55,15.52,14.18,11.12,3.13,-5.42,-10.8,-10.32,-8.36,-2.9,2,8.21,10.5,14.34,15.68,9.65,-0.61,-6.27,-7.97,-12.27,-13.45,-5.19,5.53,6.51,13.34,15.76,13.85,10.2,2.69,-1.46,-7.07,-14.96,-14.03,-3.84,1.36,7.16,11.77,15.54,14.6,9.18,4.65,-5.24,-6.76,-14.34,-10.75,-3.6,3.45,9.37,14.61,14.66,14.96,11.42,3.31,-3.01,-10.27,-14.44,-12.59,-5.5,4.96,8.14,12.51,15.71,14.21,10.34,4.92,-4.02,-9.43,-11.55,-8.62,-5.73,4.82,6.18,11.51,14.96,12.71,7.87,2.62,-2.66,-8.76,-13.37,-10.21,-4.53,3.61,6.23,12.36,14.38,13.33,9.18,2.32,-7.87,-13.04,-14.25,-15.22,-4.47,2.15,8.86,13.48,14.94,15.16,7.74,3.5,-0.79,-10.71,-14.15,-9.46,-3.7,5.46,8.39,12.94,15.74,15.33,10.42,2.85,-1.79,-12.53,-15.71,-12.3,-6.83,1.68,7.83,12.56,15.32,14.15,10.24,3.08,-5.69,-7.95,-11.22,-11.91,-2.52,6.82,8.43,13.41,16.23,14.92,11.23,6.69,-6.7,-11.72,-14.8,-11.06,-6.07,4.14,6.96,12.29,15.71,16.06,10.74,3.65,-3.48,-7.89,-12.64,-5.25,-5.75,3.47,9.05,11.62,14.42,16.21,10.58,5.73,-5.01,-8.22,-12.01,-10.34,-3.42,7.28,9.79,12.43,15.61,16.06,10.43,0.99,-5.94,-8.84,-14.31,-9.83,-0.84,5.25,11.93,14.3,14.69,14.74,9.13,2.91,-2.06,-11.17,-9.81,-8.12,-0.51,3.16,7.29,11.89,14.74,16.22,10.71,5.73,-1.85,-13.7,-10.14,-9.65,-4.79,1.41,6.73,11.37,14.09,15.04,10.68,5.13,-4.21,-10.66,-10.4,-6.63,-2.15,4.11,9.42,13.19,14.96,14.79,10.82,2.99,-1.13,-9.98,-12.74,-14.65,-0.15,4.89,8.48,13.96,16.66,13.96,11.93,4.82,-3.71,-9.6,-17.45,-6.46,-1.09,5.56,10.02,13.1,14.99,15.98,9.75,6.27,-2.43,-12.18,-11.93,-7.76,-3.62,7.14,9.23,13.54,15.43,15.28,10.98,2.27,-2.44,-11.51,-20.59,-13.8,1.66,5.41,11.58,14.79,16.59,16.34,10.11,4.06,-4.03,-9.59,-11.75,-7.93,-1.16,2.45,8.04,11.78,15.05,14.69,9.81,4.49,-4.11,-9.25,-9.78,-11.47,-2.02,5.27,8.57,13.07,15.08,15.8,10.22,5.68,-2.67,-9.92,-14.95,-10.65,-3.96,6.46,10.16,13.45,15.71,15.87,11.11,4.75,-5.9,-13.7,-15.44,-15.23,-5.04,7.72,9.98,13.47,16.02,16.62,10.75,4.31,-5.37,-14.06,-11.6,-9.82,0.1,4.67,8.95,13.03,16,15.22,12.13,5.15,-3.5,-10.06,-12.49,-16.85,-3.41,3.22,10.83,14.08,15.31,15.97,10.38,2.64,-5.87,-10.96,-11.53,-7.46,-3.9,5.77,10.27,14.09,17.65,15,9.33,4.19,-4.2,-8.41,-8.89,-7.36,1.14,5.27,9.23,13.73,15.48,15.76,12.87,1.22,-6.67,-8.53,-12.04,-11.04,-4.55,3.53,11,13.62,16.9,15.06,11.02,3.98,-2.29,-10.7,-14.37,-10.43,0.84,4.68,8.37,13.06,17.04,15.63,10.25,3.69,-6.57,-10.03,-9.85,-9.49,-0.01,4.81,9.31,12.47,18.17,15.95,10.41,5.26,-6.48,-8.49,-11.93,-6.76,-0.66,5.85,10.6,13.12,16.02,15.4,9.21,2.63,-7.06,-13.35,-13.53,-6.56,-2.77,4.86,11.64,14.34,17.49,16.2,12.03,1.79,-5.81,-7.22,-9.26,-7.89,-2.43,8.69,10.24,14.72,17.21,14.98,12.8,4.44,-3.44,-12.91,-15.72,-7.91,1.58,5.67,9.6,15.26,17.99,16,10.5,6.23,-0.15,-8.45
